NOM_POBLAD,hosp_in_10km
TIPISHCACOCHA,0
SAN MARCOS,0
NUEVO PROGRESO,0
HOREB,0
7 DE MARZO,0
NUEVO PORVENIR,0
LAS PALMERAS,0
PUERTO ALEGRE (KUSHILLA),0
SAN ANTONIO DE CACAO,0
SAN JUAN DE TROMPETEROS CAMPESINO,0
28 DE JULIO,0
VILLA TROMPETEROS,0
NUEVO PARAISO,0
LIBERTAD,0
NUEVO SAN MARTIN,0
SAN JOSE DE SAMIRIA,0
8 DE DICIEMBRE,0
SHAPAJILLA,0
NUEVO BERLIN,0
SAN MIGUEL DE COCHIQUINAS,0
HUATURI,0
PUERTO ORIENTE,0
MOHENA CAÑO,0
PUCA URCO,0
SAN JUAN DE MISHAHUARI,0
SAN ANDRES,0
NUEVO TRIUNFO,0
9 DE AGOSTO,0
LIMON COCHA (MAMUS),0
BELEN,0
18 DE JULIO,0
SANTA ROSA DEL AMAZONAS,0
TRIUNFO,0
SANTA ISABEL DE COPAL,0
SANTA FE,0
NUEVA VIDA (PUERTO),0
28 DE JULIO,0
ISLA IQUITOS,0
SANTA ELENA,0
NUEVO ISRAEL,0
NUEVA AMAZONIA,0
SANTA CLARA SEGUNDA ZONA,0
GRAU PAMPA HERMOSA,0
SANTA CLARA TERCERA ZONA,0
YANAYACU TIMICURO,0
PUERTO JUJIMORI,0
INTUTU,0
JOSE SICHAR VALDEZ,0
SAN PEDRO DE OROZA,0
MANITI II ZONA,0
PANGUINTSA,0
4 DE ABRIL,0
MANOS DEL TIPISHCA,0
LIBERTAD VAINILLA,0
ZANCUDO ISLA,0
CAMALEON ISLA,0
MARUPA,0
AGUSTO SALAZAR BONDI,0
PAMPA HERMOSA,0
SANTA CLARA DE YARINAL,0
LAS PALMERAS I ZONA,0
ALFONSO UGARTE,0
28 DE JULIO,0
SOPLIN,0
DOS DE MAYO,0
PUERTO RUBINA,0
SAN RAMON,0
LUZ DEL ORIENTE,0
22 DE NOVIEMBRE,0
YARINA ISLA,0
SAN JUAN DE LORESTA,0
CENTRO BASILIO,0
WISUN,0
NUEVO PROGRESO,0
COMUNIDAD SUCUSARI,0
NUEVO CANTON,0
SIWIN,0
WIJINT,0
SANTA ROSA,0
SANTA ROSA DE TIWINZA,0
BELEN DE PLANTANAYACU,0
SION,0
PIJUAYAL,0
BORAS DE BRILLO NUEVO,0
SAN JUAN DEL MORONA,0
KUNAM ENTSA,0
PAMPA HERMOSA,0
UNKUM,0
UWINTSA,0
NUEVO ALIANZA TOPAL,0
WASUM,0
CHAYAT,0
CASERIO NUEVO PORVENIR,0
VENCEDORES DE VISTA ALEGRE,0
SANCHIK,0
WAYUSENTSA,0
NUEVA ALIANZA CAPAHUARI YACU,0
YAMPIK,0
PURANCHIN,0
CHURUS,0
NUEVO PORVENIR,0
TITIYACU,0
BENTURA,0
TENIENTE LOPEZ,0
LAMAS TIPISHCA,0
NUEVO CANAAN (LLAMAS TIPISHCA),0
NUEVO REMANENTE,0
JOSE OLAYA,0
1 DE FEBRERO,0
NUEVO PORVENIR INAYUGA,0
ANDRES AVELINO CACERES,0
ROCA DE FUERTE,0
LA FLORIDA,0
NUEVA YARINA QUEBRADA DE COPALYACO,0
KICHWA DE SAN FERNANDO SEGUNDA ETAPA,0
SANTA MERCEDES,0
BANDEJA ISLA,0
ANGOTEROS MONTERRICO,0
LAS COLINAS,0
CEDRO ISLA,0
INONIA,0
NUEVA FLORIDA,0
HUAJOYA,0
ESTIRON DE SANTA MARIA,0
SAN MARTIN DE PORRES,0
NUEVA IPIRANGA,0
PUERTO ESTRELLA,0
SANTA TERESITA,0
